id,focus,signal,slack,drag,confidence,score,lane
l001,search depth,35,33,6,25,135,watch
l002,boundary pressure,35,34,6,55,196,ship
l003,complexity,35,35,6,85,257,ship
l004,input width,35,36,18,25,102,watch
l005,search depth,35,37,18,55,163,watch
l006,boundary pressure,35,38,18,85,224,ship
l007,complexity,35,39,34,25,57,hold
l008,input width,35,40,34,55,118,watch
l009,search depth,35,41,34,85,179,ship
l010,boundary pressure,60,42,6,25,194,ship
l011,complexity,60,43,6,55,255,ship
l012,input width,60,44,6,85,316,ship
l013,search depth,60,45,18,25,161,watch
l014,boundary pressure,60,46,18,55,222,ship
l015,complexity,60,47,18,85,283,ship
l016,input width,60,48,34,25,116,watch
l017,search depth,60,32,34,55,160,watch
l018,boundary pressure,60,33,34,85,221,ship
l019,complexity,85,34,6,25,236,ship
l020,input width,85,35,6,55,297,ship
l021,search depth,85,36,6,85,358,ship
l022,boundary pressure,85,37,18,25,203,ship
l023,complexity,85,38,18,55,264,ship
l024,input width,85,39,18,85,325,ship
l025,search depth,85,40,34,25,158,watch
l026,boundary pressure,85,41,34,55,219,ship
l027,complexity,85,42,34,85,280,ship
